Udah cancel order, pas order lagi jadi gini
Tolongin aku mw kerja niiii https://t.co/K3bL1brCZS,2022-11-26T07:00:23Z,hilyamq,0.24628979174246432,0.2978806097658404,0.4558295984916953,negative";
Fak gojek lemot bgt gua emosi @gojekindonesia,2022-11-26T07:00:14Z,Jannirubyjane17,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Itu admin akun gojek gak perlu capek capek balesin setiap keluhan. Benerin aja dulu sistemnya 😭,2022-11-26T07:08:52Z,mrrhfzh,0.22836376169610095,0.301100173818213,0.4705360644856859,negative;
"Gojek eror kah? @gojekindonesia  sy sdh coba order goride 3 kali, driver ga bs di chat, driver ga gerak. 40min habis waktu u nunggu doank. Kacau 😅
Pindah ke @GrabID lgsg dapet haha,2022-11-26T07:01:16Z,eijiroedison,0.2724328288673474,0.333018709311055,0.39454846182159764,negative";
mau wisuda naek gojek, syappp 🥹,2022-11-26T07:02:37Z,adaapansie,0.2239294195477257,0.25467686940669587,0.5213937110455784,negative;
gojek kenapa ini gabisa ngechat driver si drtd?? haduh drivernya jg gajalan jalan @gojekindonesia https://t.co/B8Tqi8vMtH,2022-11-26T07:00:37Z,bukanakunjulid,0.23862463948114346,0.2864785523895262,0.4748968081293304,negative;
eror gojek e jancok i,2022-11-26T07:09:26Z,yldafla,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek error pagi pagi gini bikin hampir ketinggalan travel ke 2 kalinya,2022-11-26T07:06:20Z,tasyaalfaa,0.22078396394524147,0.5297655149741286,0.24945052108062998,neutral;
Telat ngantor grgr gojek error,2022-11-26T07:00:35Z,Lonharttt,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@gojekindonesia @nafelton hallooo. ini kenapa gojek ga bisa ke menu goride ya? 😭😭 plis di bantu,2022-11-26T07:10:38Z,vivisubki,0.5198696973276892,0.25399541235029377,0.22613489032201695,positive;
Pagi pagi udh gamood grgr gojek,2022-11-26T07:01:28Z,jimjammingi,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
ini Gojek knp down yaa:( tolonglah baru aja isi Gopay malah down:(,2022-11-26T07:00:15Z,meowningblue,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative;
GOJEK NGEBUG ANJIR,2022-11-26T07:05:57Z,pacarkazuha,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
gojek ga jelas bgt anjir,2022-11-26T06:59:19Z,jaeshicle,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@FWBESS Kalau emang bukan kmu laporin aj ke gojek kalau data2 kamu dicuri,2022-11-26T07:11:01Z,slivester98988,0.2280793430188261,0.27617875160519173,0.4957419053759822,negative;
@discountfess udah dari tengah malem gojek/gopay error,2022-11-26T06:40:18Z,shldnthv,0.23340914557674217,0.4490806925425535,0.3175101618807044,neutral;
@gojekindonesia ini semua fitur di apps gojek knp gak ada yg bsa di pake?,2022-11-26T06:42:05Z,leeknow_4d,0.24310307953228802,0.3953078483252253,0.36158907214248664,neutral;
Halo min @gojekindonesia apakah akun saya kena softbanned? Karena udah gak pernah dapet voucher goride/gocar/gofood dan kode promo yang diklaim juga tidak muncul di aplikasi. Tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali. Terima kasih,2022-11-26T06:51:35Z,memantaumu,0.2447189040927335,0.2200655937939826,0.535215502113284,negative;
@gojekindonesia saya beli token listrik via gojek dengan pembayaran gopay, sudah setengah jam menunggu tapi token tidak masuk! Ini bagaimana?,2022-11-26T06:57:18Z,AbuAmirin,0.43611501796510704,0.23519854392694128,0.3286864381079518,positive;
"yg lagi mau order gojek tp eror dan dapet driver tp ga gerak. coba telfon aja, td aku begitu trs sm bapaknya ditanyain posisiku terus langsung dijemput sm bapaknya dan dianter ke lokasi tujuanku. soalnya di hp mereka ga masuk orderan kita. td bapaknya ""saya gaada orderan masuk tp https://t.co/zK5nq0QCjj,2022-11-26T06:49:23Z,_Ieemark,0.23385207647421194,0.517579634985201,0.24856828854058713,neutral";
gojek klean eror ga si,2022-11-26T06:52:10Z,janawairu,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
gojek gajelas,2022-11-26T06:54:47Z,prehgyu,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Menghambat pekerjaan aja gojek, segala error 😡 https://t.co/OQjtdZAzjw,2022-11-26T06:54:17Z,candyesung,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
pernah nga sih lagi naik gojek sama drivernya malah mau dijodohin sama anaknya 🥲,2022-11-26T06:41:43Z,addictxdd,0.2567842834861614,0.22290288594086555,0.520312830572973,negative;
@sbtcon tds? gojek?,2022-11-26T06:44:44Z,woorenyusbt,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Hadeh ga bisa pesen gojek,2022-11-26T06:57:12Z,kaedharax,0.28897826851889524,0.4597505800833213,0.25127115139778344,neutral;
ini gojek kenapa unable to chat drivernya trs ya, tolong bgt takut telat,2022-11-26T06:50:15Z,tasyyuh,0.22978338752301364,0.26953250963042547,0.500684102846561,negative;
gojek lg error apa gmn dah,2022-11-26T06:52:16Z,caalcca,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@gojekindonesia dari td order gojek hampir 10kali mesen ganti driver krn ga gerak, chat unavailable, giliran regular telp driver kata driver gaada orderan masuk. Eror atau bagaimana?,2022-11-26T06:54:46Z,putriepe,0.231948082632577,0.32381719802018655,0.44423471934723646,negative;
@damevivienne iyadeh emg gojek lg gangguan apa gmn sih soalnya tmn2 gw jg kekgini,2022-11-26T06:58:29Z,markeutawa,0.258542403135288,0.22327747501490672,0.5181801218498053,negative;
Udah semangat gojek malah error zzzzz,2022-11-26T06:52:13Z,rifanald,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@damevivienne gojek lagi error yaa??? atau GMN??? elu ada grab gak, coba pake grab le,2022-11-26T06:56:16Z,rrezura,0.23311652272771563,0.3910781270365755,0.3758053502357089,neutral;
@fvckicantbreath Moga dapet Abang gojek yang begini,2022-11-26T06:45:26Z,damrexyt,0.23330731675576996,0.4228972085162117,0.3437954747280184,neutral;
@markmilkeu @discountfess iya kalo di gojek malah ga bisa nambahin kartunya ga sii,2022-11-26T06:58:48Z,tubitrue,0.2456321728233661,0.5239725173401543,0.23039530983647957,neutral;
Ini kok gabisa pesen gojek ya,2022-11-26T06:49:25Z,yolaanduck,0.22978338752301364,0.26953250963042547,0.500684102846561,negative;
GOJEK APLIKASINYA KENAPA YAAA NYUSAHIN ORANG MAU BERANGKAT KERJA PAGI PAGI NIH @gojekindonesia 😀😀😀😀,2022-11-26T06:58:06Z,elfaudra,0.2207265589901633,0.25021718187055286,0.5290562591392839,negative;
Aaaa pagi pagi udh emosiii, mau pesen ojol apk nya gojek error, mesen grab abang di tunggu lama bgt datengnya dia malah ngiter ngiter, tiket kereta gua jatoh terus ilanggg, beli tiket kereta pake apk gojek gk bisa2 gara2 apk nya error, udh ketinggalan kereta baru ngeh-,2022-11-26T06:44:19Z,user7278_,0.2254949801820597,0.4966744482447533,0.27783057157318697,neutral;
@gojekindonesia ini gojek error ya?? Pesen driver uda ganti 4x ga bisaa bisaaa,2022-11-26T06:52:20Z,IngeSidharta,0.22978338752301364,0.26953250963042547,0.500684102846561,negative;
Gojek error kah? Kok gopay aku ga masuk2 ya udah isi saldo,2022-11-26T06:56:05Z,vikanataa,0.2252188299546439,0.2515776813961911,0.5232034886491651,negative;
Gojek terasa anyep di pinggiran .. salah satunya argo terasa lebih mahal dari maxim, indrive, atau Grabbike hemat..antisipasi ini kawan.. aplikator ga peduli kita bokek..,2022-11-24T05:24:03Z,farhwildn,0.2419012136652378,0.2450337943683336,0.5130649919664285,negative;
"Tokped sama Gojek lagi musuhan apa gimana deh gue hari gini mau checkout bayar pake Gopay gagal mulu

Apa karena kepagian??😩

Keburu voucher cashback gue ilang anjir..,2022-11-26T06:40:34Z,khiddeepG,0.2562672752016683,0.22655448305277834,0.5171782417455534,negative";
ni gojek kenapa dah asli gua lagi buru2 malah bgni, mana drivernya ga jalan jalan gua udh nunggu lama bgt. https://t.co/Lhh1mNjiF3,2022-11-26T06:39:49Z,aleysgf,0.236995894417529,0.3564624376319395,0.40654166795053137,negative;
kontol ni gojek, apk jelek, lg butuh malah nyusahin,2022-11-26T06:50:02Z,gbbyeI,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek lagi error kahhh???? Aku buru2 yaAllah,2022-11-26T06:37:12Z,violettblueee,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
Gojek anjeng pagi2 dikasih error,2022-11-26T06:52:43Z,PermanaRainita,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Halo admin @gojekindonesia akun gojekku kena softbanned ya? soalnya udah lama gak dapat voucher goride, gocar, gofood apalagi, dan susah untuk mengklaim kode promo di aplikasi. Tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali, terima kasih.,2022-11-26T06:40:00Z,racunmantapjiwa,0.5534778810719345,0.21681121035703327,0.22971090857103219,positive;
@gojekindonesia gojek saya error sejak kemarin akhirnya saya pake @GrabID yang lancar,2022-11-26T06:24:43Z,sepdhyowahyun,0.25646142867383437,0.36083712548686847,0.38270144583929716,negative;
Yaela Gojek, lagi dibutuhin malah error tuh gimana si.,2022-11-26T06:31:38Z,makarispr,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
gojek kenapasi-_-,2022-11-26T06:10:13Z,AmrinaRG,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek jg error🙂🙂🙂,2022-11-26T06:16:21Z,wonuwonnie,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@gojekindonesia aplikasi gojek msh down?,2022-11-26T06:11:46Z,sandrahadjoh,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Ini gojek lagi eror apa kenapa sih jancukk dah telattt,2022-11-26T06:07:51Z,wkwkstress,0.23843135058241322,0.2189706172704474,0.5425980321471394,negative;
Grab bgst tau gojek down dia patok harga ride mahal bgt kocakkk,2022-11-26T06:30:44Z,wkwkstress,0.21984551212959452,0.24546241247362424,0.5346920753967811,negative;
anjrittt gw mau kerja tapi gojek malah error,2022-11-26T06:16:12Z,sl_avyan,0.2316483428958649,0.2595008702348742,0.5088507868692609,negative;
gojek bikin marah aja pagi2,2022-11-26T06:33:42Z,hahahani_,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
gojek lagi eror kah,2022-11-26T06:30:47Z,looksky02,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
"Gojek lagi error ga sih :( 

Mau berangkat kuliah susah amat huhu,2022-11-26T06:18:13Z,Strombreaker_,0.2355811047474344,0.2185443210827903,0.5458745741697754,negative";
Love, grab. Gojek juga sih xixixi https://t.co/ZQHBDqhck4,2022-11-26T06:35:46Z,takemeback212,0.36307240314937356,0.2526758999027969,0.3842516969478296,negative;
w gapaham kakanya lagi kena plecehan tapi replynya malah nyalahin gender. lain kali pakai gojek grab aja kak, serius serem banget drivernya :( https://t.co/SpppCwTJUu,2022-11-26T06:08:33Z,sahibots,0.5529928548096203,0.21658808208380168,0.2304190631065779,positive;
telat gara gara gojek 😡😡😡😡,2022-11-26T06:26:18Z,bluesevening,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
ini gojek eror kh,2022-11-26T06:32:11Z,yoongiminsii,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative;
Seharusnya GoJek dalam berbisnis perputaran duit milik Rakyat Indonesia harus profesional dan jangan mengecewakan Rakyat sebagai pelanggan.  Setiap kali minta diverifikasi email dan nomor telepon. Jangan merepotkan Rakyat. https://t.co/VxJh7QQSah,2022-11-26T06:11:21Z,GemparSoekarno4,0.23291792827306007,0.32421483666767675,0.4428672350592633,negative;
Gojek gk bisa chat, mana si mamang driver nya malah ngejauh pliss yak gw ngeri telat https://t.co/pdgQgsF5os,2022-11-26T06:28:20Z,NAADKS12,0.22162842768020768,0.5446277783050952,0.23374379401469697,neutral;
"@niluhdjelantik Di tag kang GoJek donk...
Woiii...@nadiemmakarim,2022-11-26T06:28:03Z,Ayah_AlifaAlfa,0.21319741799519648,0.5707720782237692,0.21603050378103444,neutral";
Gojek knp ni busett,2022-11-26T06:13:11Z,oxsacxura,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Kocak, mau gojek malah gangguan, gabisa transaksi,2022-11-26T06:33:29Z,ekstraabdi,0.2239294195477257,0.25467686940669587,0.5213937110455784,negative;
gojek kenapa bangsat gw mau balik,2022-11-26T06:11:08Z,ajaxdepok,0.2239294195477257,0.25467686940669587,0.5213937110455784,negative;
"Asli, mau telat gara - gara Gojek eror
aku kira karna kuotaku habis, ternyata bukan cuma aku yg gojeknya eror:))),2022-11-26T06:18:57Z,butudonlikeme,0.2239294195477257,0.25467686940669587,0.5213937110455784,negative";
gojek error khh,2022-11-26T06:35:45Z,bacotbatdah,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek error goblog tapi gopay kepotong,2022-11-26T06:26:18Z,dorokddok,0.23261938758413345,0.2625108376425425,0.5048697747733241,negative;
gojek ki gateng og pas wayah e dibutuhno malah eror mari ngono driver e gak onok . dus og ..,2022-11-26T06:25:24Z,koriatun_______,0.23287764824376814,0.2592528384429164,0.5078695133133154,negative;
ANJ GOJEK KENAPA NGEDOWN PAGI2 GINI,2022-11-26T06:09:59Z,svokaxor,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Masa iya driver buruk saya kasih bintang 5,dikasih rating segitu bukanya intropeksi diri malah ngancem ngancem, gakada permohonan maaf samsek lagi hadeeeeeh #gojek,2022-11-26T06:24:34Z,scrrtgirl,0.30698888193033114,0.24573953220583666,0.44727158586383226,negative;
server gojek lagi down gk sihh :(((,2022-11-26T06:26:08Z,rainazhwa,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
gojek mkst luwh ap yh error gt di hari OH,2022-11-26T06:20:35Z,bellilalaowu,0.21337346530939855,0.5693328483279123,0.21729368636268914,neutral;
Ini gojek lagi down kah? Kok app nya gak bisa, padahal lg pesen makanan dan driver nya lg otw,2022-11-26T06:31:19Z,Sintaku18,0.567005634200973,0.2139077986454903,0.21908656715353653,positive;
@LBH_Jakarta Tapi pandangan saya, ttg startup di Indonesia, kan memang tidak mengeluarkan biaya produksi untuk usahanya, misal grab dan gojek, biaya produksi nya ada di mitra, kalo mereka kebanyakan karyawan mau ngurusin apa?,2022-11-26T06:31:32Z,arielbarg20,0.3060787308998841,0.23004681170105754,0.46387445739905825,negative;
gojek lg error kali yaa ?,2022-11-26T06:11:06Z,dskardnti,0.2466612300146287,0.27149397091153443,0.4818447990738368,negative;
Gojek servernya lagi down ya? apa gimana?,2022-11-26T05:55:35Z,lululoonaa,0.2300384241721027,0.2789952842409945,0.4909662915869027,negative;
Gojek masih error aja,2022-11-26T05:56:14Z,raneeaidha,0.23042599148087992,0.458443347180143,0.311130661338977,neutral;
gojek error nya panjang umur ye @gojekindonesia https://t.co/KmRKj5sXjU,2022-11-26T05:37:51Z,teranduh,0.22811277403649036,0.512309733075284,0.25957749288822557,neutral;
@txtfrombrand waktunya minta refund ke gojek walaupun ngak pesen,2022-11-26T06:04:04Z,zerofour40,0.22078396394524147,0.5297655149741286,0.24945052108062998,neutral;
Lagi laper laper nya nyari mood buat kerja gojek malah error udah pesan gopay udah ke potong driver ga bisa di track tolong di perbaiki dong brow @gojekindonesia https://t.co/uFYR53kHax,2022-11-26T05:54:34Z,fajaaaarrrrrr,0.24604272061729843,0.31666504812681423,0.4372922312558874,negative;
gojek lg kenapa anjir :) https://t.co/rKwRXcEZVk,2022-11-26T05:54:23Z,ILikeU505,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
"skrg @gojekindonesia lagi down trs kmn2 jd susah soal nya grab mahal kl ga pake vocer wkwkw

tp yg bikin sedih nasib abang2 gojek gmn ya :(,2022-11-26T06:04:06Z,notsabilnrz,0.2529237430674633,0.22201573223174817,0.5250605247007886,negative";
@lily_lope @losthenight @gojekindonesia Gojek error kk, jadi no token tidak muncul,2022-11-26T05:51:28Z,AldryKhaira,0.23483713822988395,0.3168348401938726,0.4483280215762435,negative;
@jecksparouw Tukang gojek,2022-11-26T05:41:46Z,Jodi13764111,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@simentimunlaut @gojekindonesia Driver aja gabisa wd bang, semua app gojek error uang ditahan semua, emg ajg,2022-11-26T05:40:18Z,imyourssszz,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
yaallah gojek lagi kenapa ya?,2022-11-26T05:59:58Z,talithasallsa,0.2300384241721027,0.2789952842409945,0.4909662915869027,negative;
Selamat pagi kakak @gojekindonesia kenapa ya saya tidak bisa order goride lokasi pertama d bogor... sekarang saya coba d tanjung barat tetap tidak bisa...error kah apa bagaimana,2022-11-26T06:06:37Z,Sang_Maulana12,0.30567620206390533,0.42550766759475755,0.2688161303413371,neutral;
Gojek eror ya? Kok gak bisa pilih tujuan😁,2022-11-26T05:43:48Z,amelialilyella,0.30898958814717103,0.3332482432007283,0.3577621686521007,negative;
Dikira dah saya drama ini sama temen gara2 gojek gak bisa,2022-11-26T05:47:06Z,amelialilyella,0.24335906543451036,0.22864021178286625,0.5280007227826233,negative;
@gojekindonesia Kenapa nih gojek, error kah?,2022-11-26T05:47:42Z,Dek_arik18,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@UGM_FESS tu mending km sama abang gojek,2022-11-26T05:43:30Z,bulanaaapril,0.3177628529232897,0.2522014625329458,0.43003568454376456,negative;
gojek gangguan ya?,2022-11-26T05:46:46Z,rfje_,0.2252188299546439,0.2515776813961911,0.5232034886491651,negative;
@nizimurra @convomf Di gw bisaaaaaa, tp w gada gojek..........,2022-11-26T05:37:46Z,hyein_grace,0.21319741799519648,0.5707720782237692,0.21603050378103444,neutral;
@losthenight @gojekindonesia Pertama beli token PLN di gojek koq gk ada no tokennya. Bisa liat dimana?,2022-11-26T05:50:37Z,lily_lope,0.23591812190465952,0.500138475470868,0.2639434026244725,neutral;
Gojek error, grab gak muncul location T2 Soeta 🥲🥲🥲,2022-11-26T05:56:30Z,Vanindr,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
@losthenight @gojekindonesia Ga bisa transaksi semua kayanya, gocar, goride dan beli tiket krl,2022-11-26T05:50:04Z,aNonSinamm,0.2295976690888037,0.5354442516995942,0.234958079211602,neutral;
Gojek nyebelin bgt anjir down diwaktu yg ga tepat, mana gue buru lgi,2022-11-26T05:55:49Z,unboxoxo_,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Ni gojek hrs bgt error jam segini kah? @gojekindonesia https://t.co/W9jrG1I1PH,2022-11-26T05:42:23Z,skrylanti,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek error, gabisa sarapan :(,2022-11-26T05:37:16Z,injeolmays,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek lagi eror kah?,2022-11-26T05:58:11Z,cupacupa31,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
@tokopedia min pembayaran gojek kok gak bisa digunain?,2022-11-26T05:45:13Z,ekt_shop,0.28897826851889524,0.4597505800833213,0.25127115139778344,neutral;
Gojek error lama bgt sih @gojekindonesia jgn ampe kita udh pergi ehh malah dpet driver nih kasian drivernya,2022-11-26T06:06:58Z,NadaRaina,0.21488415041625356,0.21534837949963553,0.5697674700841109,negative;
Gojek anjg segala pake eror udah tau gua kesiangan,2022-11-26T05:41:39Z,irjten,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Gojek error dari semalem,2022-11-26T05:50:39Z,esteemjeh,0.23340914557674217,0.4490806925425535,0.3175101618807044,neutral;
lah gojek error ya,2022-11-26T05:42:14Z,aidaidasaja,0.2252188299546439,0.2515776813961911,0.5232034886491651,negative;
GOJEK LU KENAPA SI GWEJ KSIANVANNNN,2022-11-26T05:39:34Z,ccandyventii,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
/jbrfess/ ada yg tau cara daftarin jualan kita ke grab or gojek gak ya?,2022-11-22T17:35:00Z,jembermfs,0.23589551799955524,0.34901746023191926,0.41508702176852535,negative;
rek gojek i lagi gaiso byr pke gopay coins aa?  /jbrfess/,2022-11-26T05:50:00Z,jembermfs,0.24390434253551807,0.30461739424330886,0.45147826322117307,negative;
@BuayaUbanan @gojekindonesia Tolong untuk teman di @gojekindonesia , tidak semua yg sebelah bisa itu kita harus bisa. Karena bagi konsumen, kelebihan pesan di Gojek daripada ijo2 yg sebelah adalah kecepatan pelayanan dan 1 order, 1 driver untuk 1 konsumen. Walau secara biaya lebih mahal di kita,2022-11-26T05:41:08Z,pakde_lukm4n,0.25315251421890744,0.24282774888003938,0.5040197369010532,negative;
Gojek error yaa? Mau pesen gocar nggak bisa @gojekindonesia,2022-11-26T05:59:53Z,anggrena_,0.23356500124952523,0.3723983172176694,0.39403668153280524,negative;
Kok gojek error sih, mau berangkat loh,2022-11-26T05:50:44Z,richtrophywife,0.21586440202796564,0.21516994872367698,0.5689656492483572,negative;
gojek error, nangis 😭😭,2022-11-26T05:50:04Z,Yo9Yolo,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
si anjir gojek eror,2022-11-26T05:41:04Z,arattaki,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
gojek knp dah tot,2022-11-26T06:04:10Z,bl0vireth,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
Pagi ini apps #Gojek saya bermasalah, tdk bisa pesan goride, tdk bisa bayar tagihan. Apakah @gojekindonesia ada masalah?,2022-11-26T06:03:09Z,CalvinFGP_177,0.233835135352885,0.3745429090728236,0.3916219555742914,negative;
thank you @gojekindonesia merch BTS X GOJEK aku udah sampe di tangan🥰 outer box nya cantik banget hologram gitu. thank you udah collab sama idol fav aku @BTS_twt 💜💜 borahae💜💜 #BTSGojek https://t.co/YyMsVIFde8,2022-11-23T15:45:59Z,yourmajestykoo,0.38029320803374406,0.23343016195388427,0.3862766300123718,negative;
Woi lah ini gojek nape si,2022-11-26T05:33:30Z,Iamlckygurl,0.2297556347964575,0.25529563729158244,0.5149487279119601,negative;
@gojekindonesia tolong Pak @nadiemmakarim apk gojek error sistem down server busy.. Gimana nasib kita ini?,2022-11-26T04:58:16Z,wirawaniputu,0.23082392090791173,0.2527757479208407,0.5164003311712476,negative;
"udh panik banget mau ketinggalan kereta gara"" gojek erorr,2022-11-26T05:07:33Z,krnrarasati,0.25595972034359,0.22209945756243368,0.5219408220939763,negative";
Gojek pagi2 dh eror huft,2022-11-26T05:31:53Z,dindaayukusu,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral;
